name,category,question,answer
Acme Translations,Entity,¿Quién era el malo de los Guardianes de la Galaxia?,Ronan el Acusator
Acme Translations,Yes/No,es la república de irlanda parte del reino unido,no
Acme Translations,Date,cuándo fue hecho el primer episodio de only fools and horses,1981-09-08
Acme Translations,Date,cuando fue la última vez que nadal ganó wimbledon,2010
Acme Translations,Entity,quien interpreta a avery en dog with a blog,Genevieve Hannelius
Acme Translations,Entity,"¿quién escribió el poema ""Campanita del lugar""?",Jane Taylor
Acme Translations,Entity,quien canta never met a girl like you before,Edwyn Collins
Acme Translations,Date,cuando se hizo five nights at freddy's made,2014-08-08
Acme Translations,Date,cuándo se estrenó la película pantera negra,2018-02-16
Acme Translations,Entity,quién interpretaba a johnny cash en en la cuerda floja,Joaquin Phoenix
Acme Translations,Entity,quién canta all i need is the air that i breathe,The Hollies
Acme Translations,Entity,quien cantaba didn't i blow your mind this time,The Delfonics
Acme Translations,Date,cuándo salió charlie and the chocolate factory,2005-07-10
Acme Translations,Numeric,¿Cuál es la edad legal para beber en Turquía?,18.0 año terrestre
Acme Translations,Yes/No,cantó tom cruise en la era del rock,yes
Acme Translations,Entity,donde esta el Salón de la Fama del Golf Mundial,Estados Unidos
Acme Translations,Date,cuando salió la bella y la bestia en broadway,1994-04-18
Acme Translations,Entity,donde tiene lugar capitan america winter soldier,Washington D. C.
Acme Translations,Entity,quién es la persona con más edad registrada en la historia,Jeanne Calment
Acme Translations,Entity,cómo se llaman las películas de matrix,Matrix
Acme Translations,Entity,cuál es el nombre del perro de toy story,Slinky
Acme Translations,Date,cuando tuvo lugar al ultima erupcion volcanica en estados unidos,2018
Acme Translations,Entity,quién escribió i got you under my skin,Cole Porter
Acme Translations,Entity,cuál fue el partido de béisbol de ligas mayores más largo de la historia,Partido profesional de béisbol más largo
Acme Translations,Entity,quien es el primera base de los yanquis,Edwin Encarnación
Acme Translations,Entity,quien fue la primera persona en caminar en la luna,Neil Armstrong
Acme Translations,Numeric,cuantos equipos de fútbol de la nfl hay en california,4.0
Acme Translations,Date,cuándo caminó el hombre sobre la luna,"julio 20, 1969"
Acme Translations,Numeric,qué universidades forman parte de la ivy league en estados unidos,8.0
Acme Translations,Entity,quien cantó la canción walk like a man,Frankie Valli
Acme Translations,Entity,¿Quién escribió «Take It to the Limit» de The Eagles?,Randy Meisner
Acme Translations,Entity,Dónde se filmó el show televisivo the kitchen,Estados Unidos
Acme Translations,Entity,¿Cuál es el jugador más viejo de NBA aún en activo?,Vince Carter
Acme Translations,Entity,¿Quién interpreta al tío Josh en Riley y el mundo?,Uriah Shelton
Acme Translations,Numeric,¿Cuál es el diámetro de la tierra en el ecuador?,7917.5 milla
Acme Translations,Entity,quién hacía de chelsea en dos hombres y medio,Jennifer Bini Taylor
Acme Translations,Numeric,cuantas tropas estadounidenses murieron en la guerra de vietman,58220.0
Acme Translations,Entity,quién dijo ni un prestatario ni un prestamista sea,Polonio
Acme Translations,Entity,quien fue el primero en cantar I did it my why,Frank Sinatra
Acme Translations,Entity,quién cantaba la canción jim dandy to the rescue,Black Oak Arkansas
Acme Translations,Entity,dónde está la tienda más grande del mundo,Corea del Sur
Acme Translations,Entity,quién es el jugador de béisbol mejor pagado de la mlb,Mike Trout
Acme Translations,Entity,quién cantaba those were the days my friends,Mary Hopkin
Acme Translations,Date,cuándo se estrenó en busca del arca perdida,1981-06-12
Acme Translations,Entity,cuál fue el primer restaurante de comida rápida,McDonald's
Acme Translations,Numeric,¿Cuál es la edad mínima para dejar la escuela en el Reino Unido?,18.0 año terrestre
Acme Translations,Entity,quien encarna a gandalf en el señor de los anillos,Ian McKellen
Acme Translations,Entity,quién cantaba these boots were made for walking,Nancy Sinatra
Acme Translations,Entity,quien fue el jugador más viejo en jugar en la nfl,George Blanda
Acme Translations,Entity,quien tiene el mayor jumbotron en la nfl,Houston Texans
Acme Translations,Entity,quién interpreta a will horton en days of our lives,Dylan Patton
Acme Translations,Entity,¿Quiénes son los senadores del estado de California?,Dianne Feinstein
Acme Translations,Entity,"¿quién cantaba la canción ""first time ever i saw your face""?",Roberta Flack
Acme Translations,Numeric,cual es el peso de un iphone 7,4.87 onza
Acme Translations,Entity,en que fase del ciclo de las células ocurre la replicación del adn,fase S
Acme Translations,Entity,quién reemplazó a johnny carson en the tonight show,Jay Leno
Acme Translations,Numeric,cuántos vértices tiene una pirámide de base cuadrada,5.0
Acme Translations,Date,cuando se rodó la primera temporada de stranger things,2016
Acme Translations,Date,¿Cuándo fue la última vez que los Yankees ganaron una serie mundial?,2009
Acme Translations,Entity,"¿Quién protagonizó ""Ultimátum a la Tierra""?",Michael Rennie
Acme Translations,Entity,quin cantaba wake me up before you go go,Wham!
Acme Translations,Numeric,"cuál es la altitud en las vegas, nevada",610.0 metros
Acme Translations,Date,cuándo van a hacer una nueva temporada de riverdale,2019-10-10
Acme Translations,Date,cuándo se establecieron las reglas para colonizar África,1884
Acme Translations,Entity,"¿En que condado esta Cherry Hill, New Jersey?",Condado de Camden
Acme Translations,Entity,Cuál es el otro nombre de la cruz roja,Movimiento Internacional de la Cruz Roja y de la Media Luna Roja
Acme Translations,Entity,quien ganó el campeonato nacional de fútbol universitario el año pasado,Alabama Crimson Tide football
Acme Translations,Entity,quién escribió Miedo y asco en Las Vegas,Hunter S. Thompson
Acme Translations,Entity,"¿Qué base de las fuerzas aéreas está cerca de Pensacola, Florida?",Base de la Fuerza Aérea Eglin
Acme Translations,Entity,cómo se llama la mujer de pedro picapiedra,Vilma Picapiedra
Acme Translations,Date,¿Cuándo se estrenó la película original de Godzilla?,1954-10-27
Acme Translations,Entity,quien tiene mas robos en la historia de nba,John Stockton
Acme Translations,Entity,¿Quién interpretó a la esposa en Todo El Mundo Quiere A Raymond?,Patricia Heaton
Acme Translations,Date,cuando salió la historia la bella y la bestia,1740
Acme Translations,Entity,quienes son los actores de la película red,Mary-Louise Parker
Acme Translations,Numeric,cuántas turbinas eólicas hay en los Estados Unidos,57636.0
Acme Translations,Entity,cual es el nombre de la nueva de star wars,Star Wars: Episodio IX: El Ascenso de Skywalker
Acme Translations,Entity,¿Quién escribió la canción Arms of an Angel?,Sarah McLachlan
Acme Translations,Entity,¿Quién cantó la canción These Boots Are Made For Walking?,Nancy Sinatra
Acme Translations,Entity,¿A quién interpreta Millie Bobby Brown en stranger things?,Once
Acme Translations,Entity,¿Quién interpreta al Rey Hielo en Hora de aventuras?,Tom Kenny
Acme Translations,Date,cuándo ganaron la serie mundial los diamondbacks,2001
Acme Translations,Entity,¿Quién es el entrenador de los Cleveland Cavaliers?,John Beilein
Acme Translations,Date,cuando salio la cancion tainted love,1981
Acme Translations,Date,cuando ganó el liverpool la última premier league,1989
Acme Translations,Entity,cual fue el nombre del huracán que golpeó puerto rico,Huracán Maria
Acme Translations,Entity,cual es el estado mas pequeño de estados unidos,Rhode Island
Acme Translations,Entity,quien fue la persona más vieja en escalar el everest,Yuichiro Miura
Acme Translations,Date,¿cuándo fue la última vez que los atlanta braves ganaron las world series?,1995
Acme Translations,Date,¿Cuándo ganó el Leiciester City su primera Premier League?,2016
Acme Translations,Numeric,cual es la edad para beber en canada,18.0
Acme Translations,Entity,qué canciones escribió elton john para el rey león,Circle of Life
Acme Translations,Entity,quien es el número uno en la lista de forbes,Jeff Bezos
Acme Translations,Entity,quien quedo expulsado de la ultima temporada de la premier league,Cardiff City Football Club
Acme Translations,Date,cuándo se convirtió escocia en parte de gran bretaña,1707
Acme Translations,Entity,quien tiene mas goles en la historia de la champions league,Cristiano Ronaldo
Acme Translations,Entity,"quien dijo ""and now the rest of the story""",Paul Harvey
Acme Translations,Entity,quién cantaba ain't no sunshine when she's gone,Bill Withers
Acme Translations,Entity,quien gano el all-star de la mlb del año pasado,Liga Americana
Acme Translations,Entity,quien cantó la canción  my boyfriend's back,The Angels
Acme Translations,Entity,quien cantó when you say nothing at all,Ronan Keating
Acme Translations,Entity,¿Quién es el gimnasta más condecorado de todos los tiempos?,Simone Biles
Acme Translations,Entity,¿Dónde nace y fenece el río Columbia?,Lago Columbia
Acme Translations,Entity,cuál es la feria más grande en los estados unidos,Feria del estado de Minnesota
Acme Translations,General,"¿Quién tiene una nariz roja chip o ""dale""?",valle
Acme Translations,Entity,quién protagonizó regreso al planeta de los simios,Charlton Heston
Acme Translations,Entity,"cuales son las cuatro partes de ""disney world""",Magic Kingdom
Acme Translations,Numeric,cuantas onzas es un chupito de alcohol,1.5 onza
Acme Translations,Entity,quién canta la canción country how do you like me now,Toby Keith
Acme Translations,Entity,donde está filmado orange is the new black,Nueva York
Acme Translations,Entity,"¿Dónde se rodó la película ""Sentido y sensibilidad""?",Devon
Acme Translations,Entity,"quien sale en la pelicula cincuenta sombreas de ""grey""",Jennifer Ehle
Acme Translations,Date,¿Cuándo ganó Argentina su primera Copa del Mundo?,1978
Acme Translations,Entity,¿Cuál es el equipo de fútbol más exitoso del mundo?,Real Madrid Club de Fútbol
Acme Translations,Date,en que día cae el día del trabajador en 2018,2018-09-03
Acme Translations,Entity,quién interpreta a pam en aquellos maravillosos 70,Eve Plumb
Acme Translations,Entity,quien cantó sitting by the dock of the bay,Otis Redding
Acme Translations,Date,cuándo ganaron las rockies de colorado la serie mundial,2007
Acme Translations,Entity,quién es el actual ministro de defensa de la india,Rajnath Singh
Acme Translations,Entity,quien canta i can't get no satisfaction,The Rolling Stones
Acme Translations,Entity,¿Quién interpreta al narrador en «Celebs Go Dating»?,Rob Beckett
Acme Translations,Date,cuando se convirtió hawaii en un estado de estados unidos,1959-08-21
Acme Translations,Date,¿Cuándo se estrenó 50 sombras de Grey?,2015-02-13
Acme Translations,Date,cuando se rodo la pelicula chitty chitty bang bang,1968-12-12
Acme Translations,Entity,quien escribió la canción call me the breeze,J.J. Cale
Acme Translations,Entity,dónde tiene lugar el programa de televisión the office,Pensilvania
Acme Translations,Date,"cuando se grabo ""league of their own""",1992-07-01
Acme Translations,Entity,¿Que elemento de la tabla periódica tiene la temperatura más alta de fundición?,carbono
Acme Translations,Entity,quién canta we don't need no education,Pink Floyd
Acme Translations,Entity,Quién fue la última persona ejecutada por pelotón de fusilamiento,Ronnie Lee Gardner
Acme Translations,Numeric,cuántas enmiendas hay en la constitución de estados unidos,27.0
Acme Translations,Entity,quién canta everything i do i do it for you,Bryan Adams
Acme Translations,Numeric,cuántos puntos tiene stephen curry en su carrera,16315.0
Acme Translations,Entity,"¿quien canta la canción ""oh what a night""?",The Four Seasons
Acme Translations,Entity,de dónde proceden las tortugas de orejas rojas,Golfo de México
Acme Translations,Date,cuándo comenzó la agencia libre en la NBA,1988
Acme Translations,Entity,¿Quién interpretó al niño en El Diario de Greg?,Robert Capron
Acme Translations,Entity,Quién canta la canción Don't stop thinking about tomorrow,Fleetwood Mac
Acme Translations,Numeric,cuánto valía el gas en 1979,0.86 dólar estadounidense
Acme Translations,Entity,quién fue la segunda persona en caminar en la luna,Buzz Aldrin
Acme Translations,Entity,quien ganó la serie mundial la mayoría de las veces,New York Yankees
Acme Translations,Numeric,Cuanto oro hay en fort knox,147300000.0 onza
Acme Translations,Entity,"¿dónde está fez de ""that 70 show""?",Isla Home
Acme Translations,Date,cuán cambió persia su nombre a irán,1935
Acme Translations,Entity,quien canta if it's meant to be,Bebe Rexha
Acme Translations,Entity,quién hace de conde olaf en Una serie de catastróficas desdichas,Neil Patrick Harris
Acme Translations,Numeric,a cuánta distancia está Atlanta Georgia de Mobile Alabama,328.1 milla
Acme Translations,Numeric,cuantas millas desde waco texas hasta dallas texas,95.0 milla
Acme Translations,Entity,quién canta to make you feel my love,Adele
Acme Translations,Entity,quien canta la cancion too much time on my hands,Styx
Acme Translations,Numeric,¿Cuantos titulos de la NBA gano michael jordan?,6.0
Acme Translations,Entity,¿Quién cantó We All Live in a Yellow?,The Beatles
Acme Translations,Numeric,a qué distancia está corpus christi de austin en texas,216.9 milla
Acme Translations,Date,cuando estrenó lynyrd skynyrd sweet home alabama,1973
Acme Translations,Yes/No,sigue siendo eli el quarterback de los giants,no
Acme Translations,Entity,"Quién acuño la frase ""let sleeping dogs lie""?",Geoffrey Chaucer
Acme Translations,Entity,quién escribió i can't make you love me,Mike Reid
Acme Translations,Date,cuándo fue la última vez que el liverpool ganó un trofeo,2019
Acme Translations,Entity,quién protagoniza el príncipe de bel air,Tatyana Ali
Acme Translations,Numeric,cuál es la temperatura más alta registrada en la tierra,134.1 escala Fahrenheit
Acme Translations,Date,¿cuándo fue la última vez que se usó la guillotina en francia?,1981-09
Acme Translations,Entity,¿Quién interpretó a Peter Parker en The Amazing Spider-Man?,Andrew Garfield
Acme Translations,Entity,¿Dónde se hace el helado de Blue Bunny Wells?,Plymouth
Acme Translations,Date,cuando se estrenó keeping up with the kardashians,2007-10-14
Acme Translations,Numeric,¿Cuántos títulos de NBA posee Kobe Bryant?,5.0
Acme Translations,Entity,quién cantaba i never promised you a rose garden,Lynn Anderson
Acme Translations,Entity,"¿quién cantaba la  canción ""abraham martin and john""?",The Miracles
Acme Translations,Date,¿Cuándo salió el primer Legend of Zelda?,1986-02-21
Acme Translations,Numeric,como de lejos esta san diego de tijuana méxico,31.9 kilometraje
Acme Translations,Entity,como se le llama al jefe de la mafia,jefe
Acme Translations,Numeric,cuantas onzas lleva una botella de vodka,59.2 onza
Acme Translations,Date,"¿Cuándo salió ""Barbie: Life In the Dreamhouse""?",2012-05-11
Acme Translations,Entity,quien cantó la canción i fought the law and the law won,The Clash
Acme Translations,Date,cuando se construyeron las torres gemelas,2006-04-27
Acme Translations,Entity,Quien interpreta al hombre de hojalata en el mago de oz,Jack Haley
Acme Translations,Entity,"¿Quién cantaba la canción ""I wear my sunglasses at night""?",Corey Hart
Acme Translations,Date,cuando fue la ultima vez que los steelers fueron a la super bowl,2011-02-06
Acme Translations,Entity,quien protagonizo la pelicula el rey y yo,Rita Moreno
Acme Translations,Date,¿Cuándo se firmó por primera vez la Declaración de Independencia?,1776-08-02
Acme Translations,Entity,"¿en qué ciudad se desarrolla ""todo en un día""?",Chicago
Acme Translations,Entity,dónde se encuentra el reloj más preciso del mundo,América del Norte
Acme Translations,Date,cuándo se estrenó la película original de tiburón,1975-06-20
Acme Translations,Entity,quien escribió la canción you can leave your hat on,Randy Newman
Acme Translations,Numeric,¿Cuántos jugadores hay en la lista de la NFL?,53.0
Acme Translations,Numeric,cuál es la población de Williston North Dakota,25586.0
Acme Translations,Entity,cuales son los nombres de los arcangeles,Arcángel Gabriel
Acme Translations,Entity,"¿cuáles son las películas de ""el mago de oz""?",El Mago de Oz
Acme Translations,Entity,quien fue el ultimo presidente de los estados unidos a ser asesinado,John F. Kennedy
Acme Translations,Date,cuándo pararon de hacer el wheat penny,1958
Acme Translations,Date,"cuando se construyó ""mgm grand built"" en ""las vegas""",1993-12-18
Acme Translations,Date,cuando ganaron las series mundiales los padres,1984
Acme Translations,Entity,¿Quién ganó los playoffs de la Super Bowl?,New England Patriots
Acme Translations,Date,¿Cuándo ganaron las series mundiales los Philadelphia Phillies?,2008
Acme Translations,Yes/No,ganaron los cleveland browns una super bowl,yes
Acme Translations,Entity,cuales eran los nombres de los miembros de bts,J-Hope
Acme Translations,Entity,quien fue el primer presidente actual de los estados unidos,George Washington
Acme Translations,Date,¿Cuándo se unió el Reino Unido a la Unión Europea?,1973
Acme Translations,Entity,de que pelicula es la cancion a whole new world,Aladdín
Acme Translations,Entity,"¿Quién es el actor que aparece en los anuncios de ""allstate""?",Dennis Haysbert
Acme Translations,Numeric,como de lejos desde charlotte carolina del norte hasta charleston carolina del sur,209.5 milla
Acme Translations,Numeric,cuánta población tiene palm bay florida,114194.0
Acme Translations,Entity,dónde se celebrarán las olimpiadas en 2024,Francia
Acme Translations,Date,cuando fue la ultima vez que alguien camino sobre la luna,1972-12-11
Acme Translations,Yes/No,es washington dc uno de los 50 estados,no
