name,category,question,answer
Initech Docs,Date,when did the us leave the vietnam war,1973-03-29
Initech Docs,Entity,who played harley quinn in the suicide squad,Margot Robbie
Initech Docs,Numeric,what is the population of the state of maine,1338000.0
Initech Docs,Entity,who played tj on head of the class,Billy Connolly
Initech Docs,Entity,who played peter quill in guardians of the galaxy,Chris Pratt
Initech Docs,Date,when was the samsung galaxy s6 edge released,2015-04-10
Initech Docs,Entity,100 things to do before high school cast,Jack DeSena
Initech Docs,Entity,who sings someone that i used to know,Gotye
Initech Docs,Numeric,how many gallons are in a whiskey barrel,53.0 gallons
Initech Docs,Entity,who did america fight in the revolutionary war,Great Britain
Initech Docs,Date,when did bennie and the jets come out,2000
Initech Docs,Date,when was the last time the united states was out of debt,1835-01-08
Initech Docs,Entity,who sang the song you're my everything,Santa Esmeralda
Initech Docs,Entity,who sang the song i love the nightlife,Alicia Bridges
Initech Docs,Entity,teams that have never won a world series,Seattle Mariners
Initech Docs,Entity,who was known as the maid of orleans,Joan of Arc
Initech Docs,Entity,who ran the first sub four minute mile,Roger Bannister
Initech Docs,Entity,who sang i've got spurs that jingle jangle jingle,Gene Autry
Initech Docs,Entity,what was the first battle in the vietnam war,Battle of Ia Drang
Initech Docs,Entity,who played in this year's super bowl,Los Angeles Rams
Initech Docs,Entity,who is the current surgeon general of the united states,Jerome Adams
Initech Docs,Entity,who played rachel in the original blade runner,Sean Young
Initech Docs,Entity,where is the longest bridge in the united states located,Lake Pontchartrain
Initech Docs,Entity,who came up with the idea of father's day,Sonora Smart Dodd
Initech Docs,Entity,where does the last name guzman originate from,Spain
Initech Docs,Entity,who sings the song please don't go,KC and the Sunshine Band
Initech Docs,Entity,who holds the record for most rushing yards in a game,Adrian Peterson
Initech Docs,Entity,who is the richest person to ever live,Mansa Musa
Initech Docs,Entity,who is the most subscribed youtuber in the world,T-Series
Initech Docs,Entity,where is times square located in new york city,United States of America
Initech Docs,Yes/No,does full house beat a straight in poker,yes
Initech Docs,Entity,what radio station are the pittsburgh pirates on,KDKA-FM
Initech Docs,Entity,who is the coach for the toronto raptors,Nick Nurse
Initech Docs,Entity,who wrote the song you were always on my mind,Johnny Christopher
Initech Docs,Entity,who is the actor that plays john wick,Keanu Reeves
Initech Docs,Entity,who sings take a look at me now,Phil Collins
Initech Docs,Entity,who sings back in the high life again,Steve Winwood
Initech Docs,Entity,who sings going to the chapel and we're gonna get married,The Dixie Cups
Initech Docs,Entity,what is the american flag made out of,nylon
Initech Docs,Entity,where does the statue of liberty come from,Liberty Island
Initech Docs,Entity,who sings come together right now over me,The Beatles
Initech Docs,Entity,who is the main actor in the show arrow,Katie Cassidy
Initech Docs,Entity,who has the best record in the major league,New York Yankees
Initech Docs,Entity,who sang now that we found love what are we gonna do with it,Heavy D
Initech Docs,Entity,who played belle in beauty and the beast,Emma Watson
Initech Docs,Date,when was while my guitar gently weeps written,1968
Initech Docs,Entity,who sang the song fox on the run,The Sweet
Initech Docs,Numeric,what is 10 to the power of 10,10000000000.0
Initech Docs,Numeric,what was the magnitude of the northridge earthquake,6.7
Initech Docs,Entity,who sings bartender i really did it this time,Rehab
Initech Docs,Numeric,what is the current population of phoenix arizona,1626000.0
Initech Docs,Entity,who has the most grammys of all time,Georg Solti
Initech Docs,Numeric,what is the current population of albuquerque new mexico,558545.0
Initech Docs,Entity,who sang the song i can see clearly now,Ray Charles
Initech Docs,Entity,who was the first president in south africa,Nelson Mandela
Initech Docs,Date,when did they build the statue of liberty,1875-09
Initech Docs,Entity,who wrote the song here comes the sun,George Harrison
Initech Docs,Entity,what was the first movie to have color,With Our King and Queen Through India
Initech Docs,Numeric,how many episodes are in season two of my hero academia,25.0 episodes
Initech Docs,Date,when does the premier league schedule come out,2019-06-13
Initech Docs,Entity,who sings the song sugar pie honey bunch,Four Tops
Initech Docs,Entity,where is the hall of fame game played,Tom Benson Hall of Fame Stadium
Initech Docs,Numeric,what is the prize for winning so you think you can dance,250000.0 US dollars
Initech Docs,Entity,who sings the song fly me to the moon,Frank Sinatra
Initech Docs,Date,when did power rangers mystic force come out,2006-02-20
Initech Docs,Numeric,how many nba games does each team play,82.0
Initech Docs,Entity,who is the girl that plays in fifty shades of grey,Dakota Johnson
Initech Docs,Entity,who plays the cat in cat in the hat,Mike Myers
Initech Docs,Entity,who does the voice of vinnie on family guy,Tony Sirico
Initech Docs,Entity,who sang what doesn't kill you makes you stronger,Kelly Clarkson
Initech Docs,Entity,who won the world series the last five years,Houston Astros
Initech Docs,Date,when did call of duty world at war come out,2008-11-11
Initech Docs,Entity,who has the most number one country hits,George Strait
Initech Docs,Entity,who sang the song what condition my condition was in,Bettye LaVette
Initech Docs,Entity,who played the mom in that 70s show,Debra Jo Rupp
Initech Docs,Numeric,what is the population of sumter south carolina,39982.0
Initech Docs,Date,when is the gay parade in chicago illinois,2019-06-30
Initech Docs,Entity,who played gaston in the movie beauty and the beast,Luke Evans
Initech Docs,Numeric,how many holy days of obligation are there in the catholic church,6.0
Initech Docs,Entity,who sings wild thing you make my heart sing,The Troggs
Initech Docs,Yes/No,has there ever been a hurricane named kathy,yes
Initech Docs,Entity,who sang the song have you ever seen the rain,Creedence Clearwater Revival
Initech Docs,Date,when was the declaration of human rights written,1948
Initech Docs,Entity,where is the tv show stranger things filmed,Atlanta
Initech Docs,Entity,what teams are in the atlantic sun conference,Lipscomb Bisons
Initech Docs,Entity,who wrote the song you broke up with me,Walker Hayes
Initech Docs,Numeric,what is the hottest temperature recorded in new york,108.0 °F
Initech Docs,Entity,who has the majority in congress right now,Republican Party
Initech Docs,Entity,where did the battle of gettysburg take place,Pennsylvania
Initech Docs,Date,when did chicago cubs win the world series,2016
Initech Docs,Entity,who got promoted to the premier league last year,Cardiff City F.C.
Initech Docs,Entity,what word in the english language has the most syllables,pneumonoultramicroscopicsilicovolcanoconiosis
Initech Docs,Entity,what is the state capital of new mexico,Santa Fe
Initech Docs,Entity,who holds the world record for holding their breath the longest,Tom Sietas
Initech Docs,Entity,who was the bad guy in guardians of the galaxy,Ronan the Accuser
Initech Docs,Yes/No,is the republic of ireland part of the united kingdom,no
Initech Docs,Date,when was the first episode of only fools and horses made,1981-09-08
Initech Docs,Date,when was the last time nadal won wimbledon,2010
Initech Docs,Entity,who plays avery in dog with a blog,G Hannelius
Initech Docs,Entity,who wrote the poem twinkle twinkle little star,Jane Taylor
Initech Docs,Entity,who sings never met a girl like you before,Edwyn Collins
Initech Docs,Date,when was five nights at freddy's made,2014-08-08
Initech Docs,Date,when did the movie black panther come out,2018-02-16
Initech Docs,Entity,who played johnny cash in i walk the line,Joaquin Phoenix
Initech Docs,Entity,who sings all i need is the air that i breathe,The Hollies
Initech Docs,Entity,who sang didn't i blow your mind this time,The Delfonics
Initech Docs,Date,when did charlie and the chocolate factory come out,2005-07-10
Initech Docs,Numeric,what is the legal drinking age in turkey,18.0 years
Initech Docs,Yes/No,did tom cruise sing in rock of ages,yes
Initech Docs,Entity,where is the golf hall of fame located,United States of America
Initech Docs,Date,when did beauty and the beast open on broadway,1994-04-18
Initech Docs,Entity,where does captain america winter soldier take place,"Washington, D.C."
Initech Docs,Entity,who is the oldest living person ever recorded,Jeanne Calment
Initech Docs,Entity,what are the names of the matrix movies,The Matrix trilogy
Initech Docs,Entity,what is the dogs name from toy story,Slinky Dog
Initech Docs,Date,what was the last volcanic eruption in the united states,2018
Initech Docs,Entity,who wrote i got you under my skin,Cole Porter
Initech Docs,Entity,what was the longest major league baseball game in history,Longest professional baseball game
Initech Docs,Entity,who is the first baseman for the yankees,Edwin Encarnación
Initech Docs,Entity,who was the first person that walked on the moon,Neil Armstrong
Initech Docs,Numeric,how many nfl football teams are in california,4.0
Initech Docs,Date,when did the man walk on the moon,"july 20, 1969"
Initech Docs,Numeric,how many ivy league schools are there in the united states,8.0
Initech Docs,Entity,who sang the song walk like a man,Frankie Valli
Initech Docs,Entity,who wrote take it to the limit by the eagles,Randy Meisner
Initech Docs,Entity,where is the tv show the kitchen filmed,United States of America
Initech Docs,Entity,who is the oldest nba player still playing,Vince Carter
Initech Docs,Entity,who plays uncle josh in girl meets world,Uriah Shelton
Initech Docs,Numeric,what is the diameter of the earth at the equator,7917.5 miles
Initech Docs,Entity,who played chelsea on two and a half men,Jennifer Taylor
Initech Docs,Numeric,how many us troops died in the vietnam war,58220.0
Initech Docs,Entity,who said neither a borrower or a lender be,Polonius
Initech Docs,Entity,who sang i did it my way first,Frank Sinatra
Initech Docs,Entity,who sang the song jim dandy to the rescue,Black Oak Arkansas
Initech Docs,Entity,where is the biggest store in the world,South Korea
Initech Docs,Entity,who is the highest paid mlb baseball player,Mike Trout
Initech Docs,Entity,who sang those were the days my friends,Mary Hopkin
Initech Docs,Date,when was raiders of the lost ark released,1981-06-12
Initech Docs,Entity,what was the very first fast food restaurant,McDonald's
Initech Docs,Numeric,what is the minimum school leaving age in the uk,18.0 years
Initech Docs,Entity,who plays gandalf in lord of the rings,Ian McKellen
Initech Docs,Entity,who sang these boots were made for walking,Nancy Sinatra
Initech Docs,Entity,who was the oldest player to play in the nfl,George Blanda
Initech Docs,Entity,who has the biggest jumbotron in the nfl,Houston Texans
Initech Docs,Entity,who plays will horton on days of our lives,Dylan Patton
Initech Docs,Entity,who are the senators from the state of california,Dianne Feinstein
Initech Docs,Entity,who sang the song first time ever i saw your face,Roberta Flack
Initech Docs,Numeric,what is the weight of an iphone 7,4.87 ounces
Initech Docs,Entity,dna replication occurs in which phase of the cell cycle,S phase
Initech Docs,Entity,who replaced johnny carson on the tonight show,Jay Leno
Initech Docs,Numeric,how many vertices does a square based pyramid have,5.0
Initech Docs,Date,when was season one of stranger things filmed,2016
Initech Docs,Date,when was the last time the yankees won a world series,2009
Initech Docs,Entity,who starred in the day the earth stood still,Michael Rennie
Initech Docs,Entity,who sang wake me up before you go go,Wham!
Initech Docs,Numeric,what is the elevation in las vegas nevada,610.0 meters
Initech Docs,Date,when are they making a new season of riverdale,2019-10-10
Initech Docs,Date,when were the rules for colonizing africa established,1884
Initech Docs,Entity,what county is cherry hill new jersey in,Camden County
Initech Docs,Entity,what is the other name of red cross,International Red Cross and Red Crescent Movement
Initech Docs,Entity,who won the national college football championship last year,Alabama Crimson Tide football
Initech Docs,Entity,who wrote fear and loathing in las vegas,Hunter S. Thompson
Initech Docs,Entity,what air force base is near pensacola florida,Naval Air Station Pensacola
Initech Docs,Entity,what is the name of fred flintstones wife,Wilma Flintstone
Initech Docs,Date,when did the original godzilla movie come out,1954-10-27
Initech Docs,Entity,who has the most steals in nba history,John Stockton
Initech Docs,Entity,who played the wife in everybody loves raymond,Patricia Heaton
Initech Docs,Date,when did the story beauty and the beast come out,1740
Initech Docs,Entity,who are the actors in the movie red,Mary-Louise Parker
Initech Docs,Numeric,how many wind turbines are there in the united states,57636.0
Initech Docs,Entity,what's the name of the new star wars,Star Wars Episode IX: The Rise of Skywalker
Initech Docs,Entity,who wrote the song arms of an angel,Sarah McLachlan
Initech Docs,Entity,who sings the song these boots are made for walking,Nancy Sinatra
Initech Docs,Entity,who does millie bobby brown play in stranger things,Eleven
Initech Docs,Entity,who plays the ice king in adventure time,Tom Kenny
Initech Docs,Date,when did the diamondbacks win the world series,2001
Initech Docs,Entity,who is the coach for the cleveland cavaliers,John Beilein
Initech Docs,Date,when did the song tainted love come out,1981
Initech Docs,Date,when did liverpool last win the premier league,1989
Initech Docs,Entity,what was the name of the hurricane that hit puerto rico,Hurricane Maria
Initech Docs,Entity,what is the smallest state in the united states of america,Rhode Island
Initech Docs,Entity,who was the oldest person to climb everest,Yūichirō Miura
Initech Docs,Date,when was the last time the atlanta braves won the world series,1995
Initech Docs,Date,when did leicester city win the premier league,2016
Initech Docs,Numeric,what is the age to drink in canada,18.0
Initech Docs,Entity,what songs did elton john write for the lion king,Circle of Life
Initech Docs,Entity,who is number one on the forbes list,Jeff Bezos
Initech Docs,Entity,who got relegated last season from the premier league,Cardiff City F.C.
Initech Docs,Date,when did scotland become part of great britain,1707
Initech Docs,Entity,who has the most goals in champions league history,Cristiano Ronaldo
Initech Docs,Entity,who said and now the rest of the story,Paul Harvey
Initech Docs,Entity,who sang ain't no sunshine when she's gone,Bill Withers
Initech Docs,Entity,who won last year's mlb all-star game,American League
Initech Docs,Entity,who sang the song my boyfriend's back,The Angels
Initech Docs,Entity,who sang when you say nothing at all,Ronan Keating
Initech Docs,Entity,who is the most decorated gymnast of all time,Simone Biles
Initech Docs,Entity,where does the columbia river start and end,Columbia Lake
Initech Docs,Entity,what's the biggest fair in the united states,Minnesota State Fair
Initech Docs,General,who has a red nose chip or dale,dale
Initech Docs,Entity,who starred in beneath the planet of the apes,Charlton Heston
Initech Docs,Entity,what are the four parts of disney world,Magic Kingdom
Initech Docs,Numeric,how many ounces is a shot of liquor,1.5 ounces
Initech Docs,Entity,who sings the country song how do you like me now,Toby Keith
Initech Docs,Entity,where is orange is the new black filmed,New York
Initech Docs,Entity,where was the movie sense and sensibility filmed,Flete House
Initech Docs,Entity,who is in the movie fifty shades of grey,Jennifer Ehle
Initech Docs,Date,when did argentina win their first world cup,1978
Initech Docs,Entity,who is the most successful football club in the world,Real Madrid CF
Initech Docs,Date,what day does labor day fall on in 2018,2018-09-03
Initech Docs,Entity,who plays pam in that 70's show,Eve Plumb
Initech Docs,Entity,who sang sitting by the dock of the bay,Otis Redding
Initech Docs,Date,when did the colorado rockies win the world series,2007
Initech Docs,Entity,who is the present defense minister of india,Rajnath Singh
Initech Docs,Entity,who sang i can't get no satisfaction,The Rolling Stones
Initech Docs,Entity,who does the voiceover on celebs go dating,Rob Beckett
Initech Docs,Date,when did hawaii become a state of the united states,1959-08-21
Initech Docs,Date,when did fifty shades of grey come out,2015-02-13
Initech Docs,Date,when was the movie chitty chitty bang bang made,1968-12-12
Initech Docs,Entity,who wrote the song call me the breeze,JJ Cale
Initech Docs,Entity,where does the show the office take place,Pennsylvania
Initech Docs,Date,when was a league of their own filmed,1992-07-01
Initech Docs,Entity,what element on the periodic table has the highest melting point,carbon
Initech Docs,Entity,who sings we don't need no education,Pink Floyd
Initech Docs,Entity,who was the last person executed by firing squad,Ronnie Lee Gardner
Initech Docs,Numeric,how many amendments are there in the us,27.0
Initech Docs,Entity,who sings everything i do i do for you,Bryan Adams
Initech Docs,Numeric,how many points does stephen curry have in his career,16315.0
Initech Docs,Entity,who sings the song oh what a night,The Four Seasons
Initech Docs,Entity,where do red ear slider turtles come from,Gulf of Mexico
Initech Docs,Date,when did free agency start in the nba,1988
Initech Docs,Entity,who played in diary of a wimpy kid,Robert Capron
Initech Docs,Entity,who sings the song don't stop thinking about tomorrow,Fleetwood Mac
Initech Docs,Numeric,what was the price of gas in 1979,0.86 US dollars
Initech Docs,Entity,who was the second person to walk on the moon,Buzz Aldrin
Initech Docs,Entity,who won the world series the most times,New York Yankees
Initech Docs,Numeric,how much gold is there in fort knox,147300000.0 ounces
Initech Docs,Entity,where is fez from in that 70 show,Home Island
Initech Docs,Date,when did persia change its name to iran,1935
Initech Docs,Entity,who sings if it's meant to be,Bebe Rexha
Initech Docs,Entity,who plays count olaf in a series of unfortunate events,Neil Patrick Harris
Initech Docs,Numeric,how far is it from atlanta georgia to mobile alabama,328.1 miles
Initech Docs,Numeric,how many miles from waco texas to dallas texas,95.0 miles
Initech Docs,Entity,who sings to make you feel my love,Adele
Initech Docs,Entity,who sings the song too much time on my hands,Styx
Initech Docs,Numeric,how many nba titles did michael jordan win,6.0
Initech Docs,Entity,who sang we all live in a yellow submarine,The Beatles
Initech Docs,Numeric,how far is corpus christi texas to austin texas,216.9 miles
Initech Docs,Date,when did lynyrd skynyrd released sweet home alabama,1973
Initech Docs,Yes/No,is eli manning still the quarterback for the giants,no
Initech Docs,Entity,who coined the phrase let sleeping dogs lie,Geoffrey Chaucer
Initech Docs,Entity,who wrote i can't make you love me,Mike Reid
Initech Docs,Date,when was last time liverpool won a trophy,2019
Initech Docs,Entity,who stars in fresh prince of bel air,Tatyana Ali
Initech Docs,Numeric,what's the hottest recorded temperature on earth,134.1 °F
Initech Docs,Date,when was the last time the guillotine was used in france,1981-09
Initech Docs,Entity,who played peter parker in the amazing spider man,Andrew Garfield
Initech Docs,Entity,where is wells blue bunny ice cream made,Plymouth
Initech Docs,Date,when did keeping up with the kardashians air,2007-10-14
Initech Docs,Numeric,how many nba titles does kobe bryant have,5.0
Initech Docs,Entity,who sang i never promised you a rose garden,Lynn Anderson
Initech Docs,Entity,who sang the song abraham martin and john,The Miracles
Initech Docs,Date,when was the first legend of zelda game released,1986-02-21
Initech Docs,Numeric,how far is san diego from tijuana mexico,31.9 kilometers
Initech Docs,Entity,what is the head of the mafia called,crime boss
Initech Docs,Numeric,how many ounces in a handle of vodka,59.2 ounces
Initech Docs,Date,when did barbie life in the dreamhouse come out,2012-05-11
Initech Docs,Entity,who sang the song i fought the law and the law won,The Clash
Initech Docs,Date,when were the twin towers in new york city built,2006-04-27
Initech Docs,Entity,who played the tin man in the wizard of oz,Jack Haley
Initech Docs,Entity,who sang the song i wear my sunglasses at night,Corey Hart
Initech Docs,Date,when was the last time the steelers went to the super bowl,2011-02-06
Initech Docs,Entity,who starred in the movie the king and i,Rita Moreno
Initech Docs,Date,when was the declaration of independence first signed,1776-08-02
Initech Docs,Entity,what city is ferris bueller's day off in,Chicago
Initech Docs,Entity,where is the worlds most accurate clock located,North America
Initech Docs,Date,when did the original jaws movie come out,1975-06-20
Initech Docs,Entity,who wrote the song you can leave your hat on,Randy Newman
Initech Docs,Numeric,how many players are on the nfl roster,53.0
Initech Docs,Numeric,what is the population of williston north dakota,25586.0
Initech Docs,Entity,what are the names of the arch angels,Gabriel
Initech Docs,Entity,what are all the wizard of oz movies,The Wizard of Oz
Initech Docs,Entity,who was the last us president to be assassinated,John F. Kennedy
Initech Docs,Date,when did they stop making the wheat penny,1958
Initech Docs,Date,when was the mgm grand built in las vegas,1993-12-18
Initech Docs,Date,when did the padres win the world series,1984
Initech Docs,Entity,who won the playoffs for the super bowl,Arthurs
Initech Docs,Date,when did the philadelphia phillies win the world series,2008
Initech Docs,Yes/No,did the cleveland browns win a super bowl,yes
Initech Docs,Entity,what are the names of the members in bts,J-Hope
Initech Docs,Entity,who was the first actual president of the united states,George Washington
Initech Docs,Date,when did the uk join the european union,1973
Initech Docs,Entity,what movie is the song a whole new world from,Aladdin
Initech Docs,Entity,who is the actor that does the allstate commercials,Dennis Haysbert
Initech Docs,Numeric,how far from charlotte north carolina to charleston south carolina,209.5 miles
Initech Docs,Numeric,what is the population of palm bay florida,114194.0
Initech Docs,Entity,where are the olympics being held in 2024,France
Initech Docs,Date,what was the last time someone walked on the moon,1972-12-11
Initech Docs,Yes/No,is washington dc one of the 50 states,no
Initech Docs,Entity,who sings amy what you wanna do,Pure Prairie League
Initech Docs,Date,when did the blackhawks win the stanley cup,2015
Initech Docs,Entity,who is the black sheriff in blazing saddles,Cleavon Little
Initech Docs,Entity,who is the tallest human being in the world,Robert Wadlow
Initech Docs,Date,when do the minnesota vikings play their first game,1961-09-10
Initech Docs,Numeric,how many minutes are in a boxing round,3.0 minutes
Initech Docs,Entity,who sings all i want for christmas is you,Mariah Carey
Initech Docs,Entity,who sang i think it's going to rain today,Randy Newman
Initech Docs,Entity,who are the judges for america got talent,Simon Cowell
Initech Docs,Entity,who won the 2017 nba rookie of the year,Malcolm Brogdon
Initech Docs,Numeric,how many pages are in harry potter books,3407.0
Initech Docs,Numeric,how many pages are in the land of stories book 1,438.0
Initech Docs,Numeric,how much is a piece of eight worth,50.0 2000.0 US dollars
Initech Docs,Entity,who's face is on the dollar bill,George Washington
Initech Docs,Date,when do we celebrate children's day in india,11-14
Initech Docs,Entity,who sang splish splash i was taking a bath,Bobby Darin
Initech Docs,Numeric,how many presidents of the us have there been,45.0
Initech Docs,Numeric,what age was queen elizabeth when she became queen,27.0 years
Initech Docs,Entity,who sings i got the moves like jagger,Maroon 5
Initech Docs,Entity,who wrote the music for land of hope and glory,Edward Elgar
Initech Docs,Entity,who sings the song when will i be loved,Linda Ronstadt
Initech Docs,Entity,who sang the bluest skies are in seattle,Perry Como
Initech Docs,Entity,who have the colts played in the super bowl,New York Jets
Initech Docs,Numeric,how many episodes are there in season two of attack on titan,12.0
Initech Docs,Entity,who plays horton in horton hears a who,Jim Carrey
Initech Docs,Date,when did fresh prince of bel air come out,1990-09-10
Initech Docs,Entity,who wrote the book for whom the bell tolls,Ernest Hemingway
Initech Docs,Entity,who got the most technical fouls in the nba,Rasheed Wallace
Initech Docs,Entity,who were the original members of canned heat,Bob Hite
Initech Docs,Entity,who wrote the song take this job and shove it,David Allan Coe
Initech Docs,Entity,who wrote the song the house of the rising sun,Georgia Turner
Initech Docs,Entity,when did the first christian communities appear in britain,1st century
Initech Docs,Entity,where do they play the red river rivalry,Dallas
Initech Docs,Entity,who won the tour de france last year,Egan Bernal
Initech Docs,Date,when was the book a wrinkle in time written,1960
Initech Docs,Entity,who originally sang the house of the rising sun,The Animals
Initech Docs,Entity,who sang can you feel the love tonight,Nathan Lane
Initech Docs,Entity,who were the actors that played james bond,Pierce Brosnan
Initech Docs,Entity,who sings finally it's happened to me,CeCe Peniston
Initech Docs,Entity,what's the names of the five great lakes,Lake Michigan
Initech Docs,Numeric,what are the area codes for new jersey,609.0
Initech Docs,Entity,who won the hot dog eating contest last year,Joey Chestnut
Initech Docs,Entity,who voices tiana in princess and the frog,Anika Noni Rose
Initech Docs,Numeric,how many planet are in our solar system,8.0
Initech Docs,Entity,what are the main hubs for southwest airlines,Chicago
Initech Docs,Date,what year did the movie the sound of music come out,1965
Initech Docs,Date,when did the movie snow white come out,1937
Initech Docs,Entity,what is the lowest point of the earth,Dead Sea
Initech Docs,Numeric,how many days has it been since michigan beat ohio state,2892.0 days
Initech Docs,Date,when did the original exorcist movie come out,1973-12-26
Initech Docs,Entity,who sings the song i'm coming home,Diddy – Dirty Money
Initech Docs,Date,when did lion king come out in theaters,2019-07-09
Initech Docs,Entity,who is the actress who plays ginny weasley,Bonnie Wright
Initech Docs,Numeric,how many parks are there in new york city,1700.0
Initech Docs,Numeric,what is the median salary in the us,56516.0 US dollars
Initech Docs,Entity,who played the mom on everybody loves raymond,Doris Roberts
Initech Docs,Entity,where does the last name collins originate from,Ireland
Initech Docs,General,what are the children's names in despicable me,edith
Initech Docs,Entity,who sang the song it's been awhile,Staind
Initech Docs,Entity,who won the french open tennis this year,Kevin Krawietz
Initech Docs,Date,when did friday the 13th game come out,2017-05-26
Initech Docs,Entity,who was the first chief justice of the supreme court,John Jay
Initech Docs,Entity,who sang the original song hooked on a feeling,B.J. Thomas
Initech Docs,Entity,what was the most popular song in 1981,Bette Davis Eyes
Initech Docs,Entity,who is the actor that plays mathias on longmire,Zahn McClarnon
Initech Docs,Entity,where is the 7 mile bridge in the keys,United States of America
Initech Docs,Entity,who sang the original version of red red wine,Neil Diamond
Initech Docs,Date,when do you have to be born to be considered a millennial,1981-1996
Initech Docs,Entity,who has the most instagram followers in the world,Cristiano Ronaldo
Initech Docs,Date,when did rebel without a cause come out,1955
Initech Docs,Date,when was the last time manchester united won the champions league,2008
Initech Docs,Entity,who played billy in one flew over the cuckoo's nest,Brad Dourif
Initech Docs,Entity,who sang we're not gonna take it,Twisted Sister
Initech Docs,Entity,what is the second largest country in south america,Argentina
Initech Docs,Numeric,how many chapters are in the westing game,30.0
Initech Docs,Date,when did the miracle on the hudson happen,2009-01-15
Initech Docs,Entity,who has the most wins in the nfl,Chicago Bears
Initech Docs,Entity,who is the oldest golfer to win a pga tournament,Sam Snead
Initech Docs,Entity,who has the most gold gloves in mlb history,Greg Maddux
Initech Docs,Numeric,what's the population of fargo north dakota,122359.0
Initech Docs,Entity,who sings here we go again on my own,Whitesnake
Initech Docs,Entity,who had the highest batting average in the al in 2011,Miguel Cabrera
Initech Docs,Entity,where are elk found in the united states,Idaho
